Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
93,2019-05-31,Bira91,164,Brewery,36,Sixth Sese Vetures,19,5600.0,492800.0,No Remark,Tier 1 India,1,1
94,2019-04-16,Kuvera,150,Wealth Management,4,Eight Roads,18,45000.0,3960000.0,No Remark,Tier 1 India,1,1
95,2019-04-12,Medlife,119,Online Medicine,4,Prasid Uo Family Trust,12,17000.0,1496000.0,No Remark,Tier 1 India,1,1
96,2019-04-10,Kabadiwala,119,Waste Management,5,"Uilever, Beehive Capital Advisor, ABCOM Ivestmets, Parekh Marie Trasport,",12,430.66,37898.08,No Remark,Tier 2/3 India,4,0
97,2019-04-13,Tripoto,415,Travel,36,"Orchid Idia, Horbill Orchid Idia Fud, Chiratae Vetures (formerly IDG Vetures), 3oe4 Capital, Lasmer NV",19,3591.38,316041.44,No Remark,Tier 1 India,5,1
98,2019-04-12,Azah,178,Organic wellness,17,Uamed agel ivestors,15,200.0,17600.0,No Remark,Tier 1 India,1,0
99,2019-04-11,Setu,156,Banking,4,Lightspeed Idia Parters,15,3500.0,308000.0,No Remark,Tier 1 India,1,1
100,2019-04-10,Toppr,127,E-learning,33,Milestoe,3,6320.82,556232.16,No Remark,Tier 1 India,1,1
101,2019-04-10,Craftsvilla,119,Fashion and Apparel,33,Supera Pte Ltd,8,2443.5,215028.0,No Remark,Tier 1 India,1,1
102,2019-04-10,Unacademy,127,E-learning,4,Kalya Krishamurthy,16,307.0,27016.0,No Remark,Tier 1 India,1,0
103,2019-04-11,CleverTap,402,Mobile analytics and marketing,33,"Sequoia Idia, Tiger Global Maagemet, Accel Parters",19,26000.0,2288000.0,No Remark,Tier 1 India,3,1
104,2019-04-19,My Healthcare,119,Software Solutions,4,Sixth Sese Vetures,18,3000.0,264000.0,No Remark,Tier 1 India,1,1
105,2019-04-19,KrazyBee,119,Lending Platform,4,"BAC Acquisitios, Uifi AIF, BRD Securities, Norther R Capital",3,14342.0,1262096.0,No Remark,Tier 1 India,4,1
106,2019-04-17,Shuttl,434,Bus Aggregation,17,New Atlatic Vetures,30,5000.0,440000.0,No Remark,Tier 1 India,1,1
107,2019-04-17,Increff,430,Supply-chain technology solutions,4,"021 Capita, Biy Basal",18,3000.0,264000.0,No Remark,Tier 1 India,2,1
108,2019-02-08,Zilingo,119,Fashion & Apparel,21,"Sequoia Capital ad Temasek Holdigs, EDBI, Burda Pricipal Ivestmets, ad Sofia",21,226000.0,19888000.0,No Remark,Other,4,1
109,2019-02-13,NanoClean Global,270,Anti-Pollution,36,"LetsVeture, PitchRight Veture, 91SprigBoard, AL Nour Iteratioal Holdigs ad Mark V Ivestmets",18,600.0,52800.0,No Remark,Tier 1 India,4,0
110,2018-02-14,OyoRooms,190,Budget Rooms,17,DiDi Chuxig,6,100000.0,8800000.0,No Remark,Tier 1 India,1,1
111,2019-01-03,CarDekho,20,Online Marketplace,23,"Sequoia Idia, Hillhouse Capital, Alphabetxe2x80x99s growth ivestmet arm Capital G ad Axis Bak",20,110000.0,9680000.0,No Remark,Tier 2/3 India,3,1
112,2019-01-04,Vyome Therapeutics Inc.,178,Specialty pharmaceutical,21,"Iro Pillar, Perceptive Advisors, Romulus Capital ad Kalaari Capital",21,22000.0,1936000.0,No Remark,Other,3,1
113,2019-01-04,Samunnati Financial Intermediation & Services Pvt. Ltd,150,Non-banking financial company,11,"MASSIF, a Dutch govermet fud",4,5000.0,440000.0,No Remark,Tier 1 India,2,1
114,2018-12-04,Manch,415,Hyperlocal Content,36,Stellaris Veture Parters,15,700.0,61600.0,No Remark,Tier 1 India,1,0
115,2018-12-01,UrbanClap Technologies Pvt. Ltd,410,Home services marketplace,36,Steadview Capital ad Vy Capital.,21,50000.0,4400000.0,No Remark,Tier 1 India,1,1
116,2018-12-02,Guiddoo,438,Platform for travel agents,33,Idividual Ivestors,11,800.0,70400.0,No Remark,Tier 1 India,1,0
117,2018-12-02,Career Anna,127,"Video-based certification, trainings",17,Idividual Ivestors,11,572.0,50336.0,No Remark,Tier 1 India,1,0
118,2018-12-04,Nagpur Wholesale,119,eCommerce,34,Omphalos Vetures Idia LLP,15,143.0,12584.0,No Remark,Tier 2/3 India,1,0
119,2018-12-06,ShopKirana,23,eCommerce,22,"Ifo Edge, AET Fud, Akatsuki ad Icubate Fud from Japa ad Better Capital AgelList sydicate.",15,2000.0,176000.0,No Remark,Tier 2/3 India,3,1
120,2018-12-06,BuildSupply,403,"Real Estate, ERP",17,"Veture Highway, GREE Vetures, Space Matrix, Idividual Ivestors",18,3500.0,308000.0,No Remark,Tier 1 India,4,1
121,2018-11-01,GoDesi,164,Regional Flavours,4,Lead Agels Network,16,139.0,12232.0,No Remark,Tier 1 India,1,0
122,2018-11-03,Veritas Finance Ltd.,271,MSME Finance,11,"Norwest Veture Parters, CDC Group, the UKxe2x80x99s Developmet Fiace Istitutio ad P Suredra Pai",21,27799.0,2446312.0,No Remark,Tier 1 India,3,1
123,2018-11-06,Meesho,119,Social Commerce,4,"Shuwei Capital, DST Parters ad RPS Vetures",20,50000.0,4400000.0,No Remark,Tier 1 India,2,1
124,2018-11-08,Mobile Premier League,171,Mobile e-Sports,4,Udisclosed,18,500.0,44000.0,No Remark,Tier 1 India,1,0
125,2018-11-08,A&R Bon Vivants,161,Meat Retail Chain,23,"RB Ivestmets, Sigapore",6,1000.0,88000.0,No Remark,Tier 2/3 India,2,0
126,2018-11-12,Blackbuck,168,POS For Online Ordering,37,Tiger Global,18,1000.0,88000.0,No Remark,Tier 1 International,1,0
127,2018-11-12,MilkBAsket,161,Micro-delivery grocery service,36,Mayfield Fud,19,1300.0,114400.0,No Remark,Tier 1 India,1,1
128,2018-11-13,DriveU,433,On-Demand Drivers,4,Steves Creek Vetures,10,1000.0,88000.0,No Remark,Tier 1 India,1,0
129,2018-11-14,CleanseCar,409,Car Wash,4,Veture Catalysts,16,500.0,44000.0,No Remark,Tier 1 India,1,0
130,2018-11-19,Automation Anywhere,19,Robotics,9,SoftBak Visio Fud,19,300000.0,26400000.0,No Remark,Other,1,1
131,2018-11-20,HealthifyMe,178,Wellness Coach,4,"Sistema Asia Fud, VC Samsug NEXT, Chiratae Vetures, Ivetus Capital, Blume Vetures ad Iove Capital.",19,6000.0,528000.0,No Remark,Tier 1 India,5,1
132,2018-11-21,Genius Corner,127,Personalized Learning,38,Idividual ivestors,15,278.0,24464.0,No Remark,Tier 1 India,1,0
133,2018-11-22,Aavishkaar-Intellecap Group,208,SME Funding,33,Teachers Isurace ad Auity Associatio (TIAA),5,31000.0,2728000.0,No Remark,Tier 1 India,1,1
134,2018-11-23,Signzy,156,Digital Onboarding Solution,33,"Stellaris Veture Parters ad Kalaari Capital, Raja Aada from Google, Dilip Khadwelwal from SAP Labs Idia, ad Amrish Rau from PayU Idia",18,3400.0,299200.0,No Remark,Tier 1 India,4,1
135,2018-11-24,Engineer.ai,418,AI Platform,21,"Lakestar ad Jugle Vetures, Softbakxe2x80x99s DeepCore.",18,29500.0,2596000.0,No Remark,Other,2,1
136,2018-11-25,InCred Finance,150,SME Lending,21,"Parago Parters, Idividual Ivestors",12,42000.0,3696000.0,No Remark,Other,2,1
137,2018-11-25,Roposo,415,Video Sharing,36,Bertelsma Idia Ivestmets,19,1700.0,149600.0,No Remark,Tier 1 India,1,1
138,2018-10-02,Origo Commodities India Pvt. Ltd,225,Supply Chain,20,"Cooperative Oikocredit, Caspia ad Hivos-Triodos Fud",16,11000.0,968000.0,No Remark,Tier 1 India,2,1
139,2018-10-04,Grover Zampa,161,Wine,33,Ravi Viswaatha,12,8200.0,721600.0,No Remark,Tier 1 India,1,1
140,2018-10-05,Droom,20,New and Used Cars Platform,17,ZigExN,22,3000.0,264000.0,No Remark,Tier 1 India,1,1
141,2018-10-11,Innov8,388,Co-Working,36,Credece Family Office,11,4000.0,352000.0,No Remark,Tier 1 India,1,1
142,2018-10-12,Blackbuck,225,Largest Trucking Platform,4,Sequoia Capital Idia,12,14680.0,1291840.0,No Remark,Tier 1 India,1,1
143,2018-10-12,LetsTransport,225,Book Trucks Online,4,Fosu Iteratioal,20,12000.0,1056000.0,No Remark,Tier 1 India,1,1
144,2018-09-01,Netmeds,75,Online Pharmacy Chain,11,"Sistema Asia Fud, Sistema JSFC ad Tacam Ivestmet",12,35000.0,3080000.0,No Remark,Tier 1 India,2,1
145,2018-09-03,Udaan,28,Logistics and Shipping,4,DST Global ad Lightspeed Veture Partersxe2x80x99 global fud.,12,225000.0,19800000.0,No Remark,Tier 1 India,1,1
146,2018-09-03,Daily hunt,75,News and ebooks Mobile App\\\\xc2\\\\xa0,4,Falco Edge,12,6390.0,562320.0,No Remark,Tier 1 India,1,1
147,2018-09-04,3HCare,178,Healthcare Service Provider,36,Ukow,13,1000.0,88000.0,No Remark,Tier 1 India,1,0
148,2018-09-05,Nykaa,75,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,33,Lighthouse,12,157200.0,13833600.0,No Remark,Tier 1 India,1,1
149,2018-09-06,Dream11,75,Online Gaming Platform,33,"Tecet, Kalaari Capital ad Private equity firm Multiples Alterate Asset Maagemet",12,100000.0,8800000.0,No Remark,Tier 1 India,2,1
150,2018-09-10,MamaEarth,178,Online Marketplace For Mother and Babycare Products,17,Stellaris Vetures & Others,12,4000.0,352000.0,No Remark,Tier 1 India,1,1
151,2018-09-11,AutoGrid,430,AI-Based Energy Optimisation and Control Provider,4,"CLP Holdigs Group, Iogy, xc3x98rstead, ad Teaska",12,32000.0,2816000.0,No Remark,Tier 1 India,4,1
152,2018-09-11,Pharmeasy,75,Online Marketplace For Pharmaceutical Products,33,IoVe Capital,3,5500.0,484000.0,No Remark,Tier 1 India,1,1
153,2018-09-11,Upwards,156,Online Micro Lending Marketplace,33,"Shuwei Capital,Quotiet, Mayfield & Others",12,5000.0,440000.0,No Remark,Tier 1 India,3,1
154,2018-09-12,Kissht,156,Online lending Platform,33,"Vertex Vetures Southeast Asia (SEA) ad Idia ad Sistema Asia Fud, Fosu RZ Capital, Vetureast, ad Ediya Parters.",12,30000.0,2640000.0,No Remark,Tier 1 India,4,1
155,2018-08-01,dishq,168,Personalisation Technology Firm Focusing On The Food And Beverage Industry,4,"Farm To Fork, Arts Alliace, The Sydicate Fud, Sve Hese, Zeroth ad Artesia Veture Parters",16,400.0,35200.0,No Remark,Tier 1 India,5,0
156,2018-08-02,Samosa Labs,75,Social Media and Chat Entertainment Platform,20,Xiaomi ad Sequoia Capital Idia,12,7000.0,616000.0,No Remark,Tier 1 India,1,1
157,2018-08-03,ZiffyHomes,75,Online Home Rental Marketplace,17,Y Combiator,12,120.0,10560.0,No Remark,Tier 1 India,1,0
158,2018-08-07,My OmNamo,75,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,33,Ukow,16,1000.0,88000.0,No Remark,Tier 1 India,1,0
159,2018-08-07,ShopX,75,Assisted E-commerce Platform,4,Fug Strategic Holdigs,12,35000.0,3080000.0,No Remark,Tier 1 India,1,1
160,2018-08-07,MakeMyTrip,75,Online Travel Aggregator,17,MakeMyTrip Limited,12,10000.0,880000.0,No Remark,Tier 1 India,1,1
161,2018-08-08,Hansel io,75,Real-time Mobile App Management,4,Vertex Vetures,16,4000.0,352000.0,No Remark,Tier 1 India,1,1
162,2018-08-08,Metro Bikes,75,Online Bike Rental Marketplace,4,"Sequoia Capital Idia Advisors, Accel Parters ad G Raghuada",12,12200.0,1073600.0,No Remark,Tier 1 India,2,1
163,2018-08-08,Phone Pe,75,UPI Payments App,4,Flipkart,12,66000.0,5808000.0,No Remark,Tier 1 India,1,1
164,2018-08-09,quizizz,127,e-learning Platform,4,"Nexus Veture Parters, Prime Veture Parters ad Others",16,3000.0,264000.0,No Remark,Tier 1 India,2,1
165,2018-08-09,Happy EMI,156,Consumer Financing Platform,4,AJ Vetures ad Jai Iteratioal Trade Orgaisatio (JITO),16,1000.0,88000.0,No Remark,Tier 1 India,1,0
166,2018-08-13,Inthree,75,Rural E-commerce Platform,11,"Vetureast, Orios Veture Parters ad the IAN Fud",16,4000.0,352000.0,No Remark,Tier 1 India,2,1
167,2018-08-13,Observe AI,430,AI Based Solutions Platform,4,"Nexus Veture Parters, MGV, Liquid 2 Vetures, Hack VC, Emerget Vetures ad Y Combiator",12,8000.0,704000.0,No Remark,Tier 1 India,5,1
168,2018-08-16,Enakshi,75,AI Based Solutions Platform,0,Ukow,16,114.81,10103.28,No Remark,Tier 2/3 India,1,0
169,2018-08-17,EazyDiner,75,Online Restaurant Table Reservation Platform,17,Delow Ivestmet Trust ad Beeext,12,5850.0,514800.0,No Remark,Tier 1 India,1,1
170,2018-08-20,Finzy,150,Online Loan Matchmaking Platform,4,Ukow,13,1000.0,88000.0,No Remark,Tier 1 India,1,0
171,2018-08-20,RawPressery,75,Online Organic Juice Delivery Service,33,Alteria Capital,3,4800.0,422400.0,No Remark,Tier 1 India,1,1
172,2018-08-22,Pi Ventures,430,Applied Artificial Intelligence and IoT focused\\\\xc2\\\\xa0Platform,4,CDC Group plc,12,6000.0,528000.0,No Remark,Tier 1 India,1,1
173,2018-08-22,Revv,75,Online Indian Car Rental Platform,17,"Hyudai, Edelweiss ad Beeext, Dream Icubator, Sujay Kapoor ad Telama Ivestmet",12,14270.0,1255760.0,No Remark,Tier 1 India,4,1
174,2018-08-26,ZestMoney,75,Online Lending Platform,4,"Xiaomi,PayU, Ribbit Capital ad Omidyar Network",12,13400.0,1179200.0,No Remark,Tier 1 India,3,1
175,2018-08-26,Shubh Loans,156,\\\\xc2\\\\xa0Customer Sourcing Platform\\\\xc2\\\\xa0,4,"Saama Capital, SRI Capital, Beeext, ad Pravega Vetures",12,4200.0,369600.0,No Remark,Tier 1 India,4,1
176,2018-08-27,MyUpchar,178,Local Language Health Content App,36,"Nexus Veture Parters, Omidyar Network ad Shuwei Capital",12,5000.0,440000.0,No Remark,Tier 1 India,2,1
